38,00,00,07,00:C0:00:08:0E:00:00:15
3CA,00,00,05,00:00:00:00:3B:00:00:0D
3B,00,00,05,00:00:00:00:20:00:E0:40
30,00,00,08,04:00:00:00:11:20:00:6D
3E,00,00,03,00:00:00:00:00:17:48:A0
20,00,00,03,00:00:00:00:00:00:00:07
3A,00,00,07,00:00:0E:00:00:24:DF:52
30,00,00,08,04:00:00:00:11:20:00:6D
38,00,00,07,00:C0:00:08:0E:00:00:15
30,00,00,08,04:00:00:00:11:20:00:6D
262,00,00,04,00:00:00:00:00:01:00:69
30,00,00,08,04:00:00:00:11:20:00:6D
3E,00,00,03,00:00:00:00:00:17:48:A0
30,00,00,08,04:00:00:00:11:20:00:6D
230,00,00,07,00:9B:2B:00:04:00:00:03
B3,00,00,06,00:00:00:00:00:00:91:4A
38,00,00,07,00:C0:00:08:0E:00:00:15
3E,00,00,03,00:00:00:00:00:17:48:A0
120,00,00,08,00:00:00:00:10:13:04:50
B3,00,00,06,00:00:00:00:00:00:91:4A
3CD,00,00,05,00:00:00:00:00:00:DF:B4
25,00,00,08,00:95:0F:FA:79:79:79:36
3A,00,00,07,00:00:0E:00:00:24:DF:52
262,00,00,04,00:00:00:00:00:01:00:69
38,00,00,07,00:C0:00:08:0E:00:00:15
B1,00,00,06,00:00:00:00:00:00:91:48
23,00,00,07,00:01:FE:01:EF:00:00:19
B3,00,00,06,00:00:00:00:00:00:91:4A
3B,00,00,05,00:00:00:00:21:00:E1:42
B4,00,00,08,00:00:00:00:00:00:00:BC
3A,00,00,07,00:00:0E:00:00:24:E0:53
B3,00,00,06,00:00:00:00:00:00:91:4A
38,00,00,07,00:C0:00:08:0E:00:00:15
3E,00,00,03,00:00:00:00:00:17:48:A0
3CA,00,00,05,00:00:00:00:3B:00:00:0D
3A,00,00,07,00:00:0E:00:00:24:E0:53
262,00,00,04,00:00:00:00:00:01:00:69
B4,00,00,08,00:00:00:00:00:00:00:BC
348,00,00,06,00:00:00:01:00:00:00:52
120,00,00,08,00:00:00:00:10:13:04:50
39,00,00,04,00:00:00:00:56:02:0B:A0
B4,00,00,08,00:00:00:00:00:00:00:BC
23,00,00,07,00:01:FE:01:EF:00:00:19
3A,00,00,07,00:00:0E:00:00:24:E0:53
